,USER_ID,alaska basil,alcohol future,alice ticket,alien potato,asia jacket,aztec iris,balance hostel,betty today,boston house,bronze sweden,bundle forget,cairo monarch,choice copy,cinema complex,cipher empty,cockpit circle,comedy clean,daniel global,degree forever,diana chariot,diesel jason,diploma vocal,epoxy insect,explain heaven,flame street,fractal heart,fresh shave,frozen command,gelatin prime,glass alpine,good info,gossip cotton,hand inca,harbor moral,helena poncho,henry distant,invent topic,judge sunday,july miami,kermit desert,leonid antenna,lesson switch,lexicon ingrid,liquid baggage,logic channel,loyal jungle,master nobody,medusa cuba,mercy chaos,mineral barcode,moment seminar,motel marvin,neptune before,ninja saga,north speed,nurse october,office triton,pardon thomas,parody athena,pegasus respond,percent edison,plume cowboy,provide flex,reverse royal,rider shine,sabine emotion,saint texas,salon pulse,scale phone,season arthur,segment meter,senator ozone,serial organic,shannon resume,sheriff java,silk gizmo,silver plate,similar malta,siren junior,solid express,spray karma,stella micro,stop door,sushi import,tarzan juliet,telecom pluto,textile strange,theory france,torso cricket,tower fantasy,trivial neon,tuna relax,tunnel nerve,turtle pierre,update vibrate,vampire teacher,ventura next,vodka bahama,volume pasta,zero nikita
2647,115507,7.0,0.5545318202950088,1.0,8.0,5.626977981582028,2.0,6.1523572101346895,1.0,9.0,6.113230461866414,7.0,1.13901942130742,4.0,5.501267489688642,6.0,9.393001405640025,6.0,7.0,5.674513256867533,2.829630696681136,0.3494545896149519,6.371551698587217,9.0,5.0,1.677410725908943,4.0,2.728236332935171,1.4236475203310313,7.0,2.8837830305449503,3.837017499004866,4.0,5.518954685547666,3.0,6.0,1.0,7.0,9.0,1.8184030250475351,6.0,3.9086418062490242,2.466227026253667,8.0,2.0,7.015723913202126,3.9522303989846375,5.5820309054660715,6.445397222497979,6.0,1.0,3.8713887872219885,5.369361961078291,1.0,2.200329077642098,8.802610761374927,4.0,8.0,6.0,4.603090401842029,6.0,3.7591920344029255,10.0,1.0,4.0,8.0,1.0,2.3809367271199022,3.5295695993146334,5.680289552972445,8.0,6.955859761906485,7.0,8.267964962148223,6.0,3.394696710777243,7.979832217236592,2.0,0.7062268244217375,8.718779887995312,9.0,0.5192945335215299,1.0,7.0,8.0,4.0,6.0,1.0,5.0,1.0,7.5364336701684875,8.0,7.889412367735689,3.0,0.5959723060947657,5.29905675042735,0.7237900349089418,8.0,9.73614706865511,3.0,1.0
2649,115523,8.953381691244038,2.938348107564892,2.73156238156098,6.221400113665296,2.0,2.304709353604517,9.0,1.0,7.0,9.0,10.67310956457465,0.0,4.0,1.0502863943712353,2.0,10.957066108500293,3.54175392799574,9.845243461707856,5.0,6.078369262908514,7.0,0.2047015485896577,7.0,9.298510223510627,3.83365472133333,10.0,3.0,4.89082783627205,1.7862806124420643,10.782624897661508,7.740916826815208,4.0,10.737148738073662,4.761522714952361,9.96355177708952,2.0,6.0,3.970783203835359,1.049425818263999,8.970524965991908,1.0,0.0,9.368316394881786,4.294546212244146,-0.5959454532330741,7.793388639238166,5.0,1.0,9.6606661012169,7.09061244555592,10.0,10.0,5.0,0.0,9.0,4.0,5.908167739877719,1.693727948948808,0.0,1.0933667688662596,8.634749239545028,10.0,5.36624373629642,-0.3622299480834425,10.403243636750696,9.524841678470098,0.0,1.86048963996611,9.654034597698514,5.964265340749412,9.0,1.8064187549989545,2.0,6.77676723204031,10.23965576394613,10.598589980504903,1.4703477746474096,8.29378426571861,7.0,5.0,4.842884805253667,1.0,0.0,9.0,6.013779697099582,9.0,0.0,9.0,10.0,5.126274523955708,3.0,3.0635596651529022,9.0,8.026073800915006,0.0,6.0,2.0,0.9362867035710797,-0.020948697276497327,6.0
2651,115534,7.0,0.9266114163516213,1.3251445556520711,6.820497499457963,4.0,2.0,6.85708633834203,1.0,8.452315195938674,6.79154528835911,9.0,-0.13853426241104008,5.0,4.0,4.794901934277444,9.895371800346688,5.6623574167338635,8.029446946571767,5.0,3.5613126227546643,2.0,3.0,8.0,6.904766771130305,2.4891745935411,6.789090122047973,3.0,3.0,4.720682732458598,5.182820716730418,5.0,4.0,8.0,5.0,6.845315553127952,1.0,7.329655672665635,6.9851290542555535,1.0,7.0,2.5385370383470818,0.9023758927957077,8.0,2.0,5.0,5.353071339468104,6.0,4.628508538009985,8.0,3.0,7.0,8.0,2.7917992817125112,1.0,8.637912043579211,4.0250376868158435,7.0,4.0,2.267138249208511,4.015027346938126,5.186449902375004,10.0,1.949042923764308,2.0,9.0,3.763003951136848,0.9729162943934091,3.0,7.077218516083671,7.028179146927892,7.050179233156193,4.724567427067389,6.0,6.0,5.978113542806632,9.0,2.0,3.0,8.0,7.063401124958387,1.5259373638535987,1.166908619190648,3.0,8.0165782643791,5.0,8.0,1.0,5.339263599598715,4.7041968085844665,6.0,7.0,6.0,5.37058653646788,3.146108251558145,3.208585556309139,2.5888139573738935,6.0,6.2375260094346325,1.583441018564888,2.5038744072732095
2653,115540,2.6498586703178977,5.640811116909402,5.0,5.092549919196071,6.0,6.606626283977726,2.8855042992592197,6.655495336402163,4.232530057224102,3.0,1.0,7.7409626265187415,5.0,8.74859156995374,6.651757033000347,1.0,6.72814036131494,1.0,5.0,5.0,3.272356275321993,9.213909720895948,6.0,1.0,5.0,0.8893605738605332,5.389494898910402,3.9052129769669537,7.0,1.0,2.5393736751915603,5.0682309210910175,0.0,4.0,-1.2094720779406054,6.448676893008959,5.0,8.0,7.347559205910153,1.3995641190702304,7.633678811839959,10.139190288544874,3.0,6.0,9.008733952297362,2.6102261200023746,4.772087567275247,7.0,1.0,2.0,0.5522668264508702,1.0,4.71313015927994,8.289119630451593,3.7433067176376666,4.297610436330936,4.984201003656953,8.0,10.368037629024116,9.159038316908156,3.0,3.2887469525470525,5.0,9.293402093702053,1.0,1.0,9.0,6.600075965606765,0.9136800765496405,6.0,3.172187262400138,6.6156683210473615,7.0,4.0,-0.4231416786610937,1.0,6.753530050524053,2.0,4.599836639044646,6.657854262780583,5.0,7.319815490574959,9.0,3.0,3.5520097749589437,2.0,9.0,2.0,0.13862355269052257,7.0,6.0,7.047748890459714,1.0,2.0171386017140915,9.0,4.0,7.343313274342032,9.0,9.0,5.0
2657,115562,7.955123465677184,4.0,4.327438791575802,5.0,2.410997899532098,3.563940404551122,8.0,2.0,7.0,8.07481647181148,10.0,1.0,5.238611998668773,1.4895849940471466,3.0,9.0,3.0,9.089665523180187,5.0,6.0,7.0,1.0,4.910160181051921,9.0,4.826528496279056,9.237467394307444,5.0,5.3107908052024655,2.0,9.925935782512669,7.3230830014901125,5.0,10.723195678849336,5.462536266215405,10.370260991904567,3.0,5.691780548998844,3.0,3.0105877394244405,9.0,1.5655583422590233,0.0,8.029263056146718,4.71772383394468,0.17722017122217085,7.554109437703006,5.0,2.0,9.504590247602636,7.23325409123114,9.039929385626122,9.0,6.133227101846968,1.1676193873286647,7.0,5.0,5.0,2.0,0.0,1.0,8.057644952831541,7.511615373806247,6.0,-0.304485083754314,9.0,9.0,0.0,3.0,9.0,5.153883435458045,8.087697510380162,3.0,3.0,6.21592070741212,9.86501533919633,10.0,3.031478181989179,8.0,5.884774727228862,4.0,5.607789206640572,2.0,1.0,8.0,6.163269298473864,8.0,1.0,7.323062125574408,10.0,4.656632199989631,3.922603369835553,3.1904471566440544,8.555613576315746,7.64220086104573,0.6477729546225665,6.0,3.0,1.0,1.0,6.0
2662,115596,7.0,0.6036819119244017,1.0,8.0,5.479879623201967,1.9869490863130215,6.0,0.2698740370806168,8.782686750561572,5.8341794063422565,6.146393838007156,1.1568054208600245,3.605433093417167,6.3484419041076015,6.0,9.242785785219459,6.56767797634356,7.0,5.0,3.0,-0.17801038606474306,8.0,9.0,4.6119652585215825,1.3334970992556987,3.5167050329866116,2.5193109719076046,0.746510228446781,7.015030345119929,2.0,3.0,3.4079006187062846,4.0,2.494650962337025,3.4277907917646164,0.6324765009995184,7.6058394033798775,10.104090451352617,1.6987727163762762,5.0,5.0,4.0,8.893764937579133,2.0,7.761465866132491,3.0,6.0,6.0,5.0,0.1398968139760343,2.2763186774276747,5.0,1.1513598855583913,2.0,8.398627171455983,3.0,8.0,6.277137074655841,5.8489544466150205,6.367108505834264,3.3556852998968125,10.0,1.0,4.337130100438993,7.0,0.0,2.0,3.565308527438049,5.0,9.0,7.0,6.68049980243058,8.379497819943532,6.0,1.0,9.0,2.0,0.0,9.0,9.783650246606571,0.2103068279746778,1.2474333588351783,7.0,8.015442117504634,3.0898155540231964,5.767708150945628,1.0,4.0,0.0,8.54338625346428,8.0,8.0,2.0,0.0,6.0,0.0,7.3047449419206805,10.0,3.0,1.3266957065095808
2664,115616,3.272183451118647,6.0,5.510260418802959,5.0,4.685900039641318,6.0,3.0,6.373446075275003,5.307003146395955,3.428974611791973,4.0,6.5065953201599225,6.2368802247118875,6.284407962228024,6.00034835859133,4.0,5.7722865679395605,3.0,5.0,5.833482459627067,5.942746120492737,4.423706452226855,3.632376066824597,6.0,6.0418050061366655,5.033599618952267,6.551758014506798,4.493380619700895,3.9925569029906125,3.9444937559188538,4.500400406170159,5.0,3.9868387170562145,7.0,2.0,5.243874993069023,5.0,4.830304046500906,8.0,4.0,6.0,7.0,5.212970948238049,5.0,7.0,5.0,6.0,6.0,5.0,7.0,5.0,4.0397843809678395,6.0,6.0,3.0,5.314033909188015,3.2868568778375136,5.383532363192512,7.0,6.0,4.469990993211911,4.0,5.0,5.685947856179138,4.0,5.240669361215954,7.349999212567884,5.131158302784095,4.694212332120683,5.0,3.0,6.0,5.475939887987963,4.3631799336012635,4.0,2.826472816664096,6.0,6.0,5.0,5.107753707498598,4.994170605578712,6.18305782807875,5.0,4.002463403992671,4.848033856466883,4.468642163932972,6.285542994520583,4.0,3.0,4.0,5.0,5.688384221385705,4.659254591551287,6.0,5.0,4.0,4.526661593026057,4.0,6.0,5.85850747410595
2665,115620,8.0,1.2760062422600111,2.0,8.0,4.0,2.0,7.0,1.0,8.285993547290351,7.705111582127402,9.0,0.44574180341956465,3.748254109087977,2.80138105002087,5.0,10.017433752283774,5.067264257099796,8.57508449581359,5.0,4.0,2.0,3.524833051663606,7.687732286814309,7.562309112291262,1.9490534064068459,6.639812035106517,2.159200677129901,3.311386305536225,4.9447041224673525,7.182327891923308,6.0,3.9107271801655425,9.0,2.611005083439495,8.986903097972785,1.0,6.774765171680779,7.707254843377011,0.7506193233913866,8.0,3.0,-0.33694348280475755,9.0,2.8323058195740902,2.760344643902131,6.0,6.0,4.134696108241364,8.420913474799892,3.0,6.474243342734468,7.372837842411874,2.0,1.0899779985056428,9.123357423562469,4.0,7.508815405618893,3.0,1.0,3.2721586871264243,5.878436130740324,10.0,2.0,1.0,9.0,4.0,0.30426774194259104,1.8563534027245467,9.0,8.0,8.565907979799213,4.976264951693233,6.0,6.0,7.3868297020234,10.0,1.0703056264340394,3.032351755110734,7.999519912335868,8.0,2.2875498375628043,0.6847303098989994,3.1855502127430286,9.0,4.748962795313171,7.143184896388607,0.0,6.0,6.0,7.0,6.421676923117212,5.770419597910225,6.185764403750252,2.9180503235992923,2.0,2.348072982089035,5.0,7.0,1.00412623562157,2.0
2668,115640,8.0,2.1771860218591677,3.0,6.0,4.046813859175025,3.0,7.0,1.3746098821080077,8.0,7.0,10.332314092820054,0.12736422431505806,5.0,2.1652489360609453,4.0,9.699877074411395,5.0,9.009893773779973,5.930465843175239,4.64148347185642,3.621306656605412,2.4246715792441536,6.131105022997508,8.235700865125372,3.4497594191573326,7.9412505451090825,4.0,4.0,4.248233980325319,8.0,6.0,4.810055155794548,9.0,5.0,10.0,2.3426831784432376,6.0,6.0,2.250977837543475,8.178345475942583,1.8885362654260978,-1.8759110304590947,8.2334654838467,3.0,3.0,7.0,5.0,4.020647399867696,9.62698937983841,4.0,8.0,8.0,4.0,1.0,8.25777355975555,4.201668918990526,6.711679010231939,2.9025642381694743,1.0,3.1569903669368475,6.167763911775107,8.477559569707953,2.0,-0.10861952756359569,9.553447194319475,6.0,-0.027487017498274296,4.0,8.0,6.0,7.0,5.0,5.0,6.0,9.0,9.16026928927039,2.658880549239451,4.483575486995799,7.0,6.0,3.183276364229576,2.032936428568247,2.1744150987402073,8.0,6.208283937096737,8.0,1.814313888056744,6.0,7.114189393101501,5.0,5.920808904551924,5.0,7.0,4.18155424708001,2.0,4.2997188937279756,5.8410562865310105,4.0,2.0,3.6202687579887707
2669,115646,7.0,4.390701680681966,4.0,5.0,3.1765189288530857,3.779142843987857,7.0,3.0,6.022257610304066,7.085259190280017,9.0,1.0,5.0,3.0,3.761008780447776,8.098208450091493,4.003856325522199,8.0,5.0,5.904047733659574,6.0,1.5614305045618184,4.601256767429741,8.043753868749624,4.473263486206059,7.746453033792565,4.1730338014496375,5.183462889989979,3.0,8.0,6.521560440002956,4.506041898162046,9.114665853148564,6.0,8.677903175726009,3.0,5.0,4.0,3.190449467217083,7.508522095417056,3.0,0.3468976980117522,8.0,4.689006205671156,2.0,6.0,6.0,2.665807813889479,8.239018136059919,6.0,8.0,7.433540633558645,6.0,2.0300037207162656,6.0,4.105262078199123,4.0,2.7698995118209413,1.1642767692222318,2.578281527627457,6.0,6.945871102503264,6.086317366509058,1.0,8.417323035059495,7.607486619088407,1.0,2.562023091293045,8.11634850137457,5.297261692755132,7.0,3.0,4.0,5.790286746796311,9.0,8.185606573441188,2.9919260258743514,6.827824713156673,6.0,4.986706739841768,5.23106347964124,3.0,1.0,7.0,5.0,6.908144367759977,2.0,6.519764463328876,9.0,4.771771122093229,4.02265672873113,3.0,7.0,7.0,2.0,5.553413856916558,3.0,2.44416557822,2.0,5.5136221280758795
2672,115658,6.284662696297505,5.0,6.0,4.0,3.1731124788953777,5.0,5.547303547583029,5.4889006979036985,4.470691833295441,5.965679680668275,7.0,4.0,5.8050672074828435,2.824766223555423,4.0,5.546109583916936,4.0,6.479003299615949,5.0,5.0,6.755979899843687,1.3124042801051448,3.0,7.0,5.904289023506297,7.598107270270964,5.877289170011961,6.0,3.3312829759617593,7.0,7.3725327225572626,5.842068585328785,8.0,7.0,9.0,6.0,5.5853419739536285,2.8171126007812144,5.897275591478517,6.938900347497415,3.215992311106473,1.9032790268468769,4.0,4.1904201599687125,1.9765302711176627,6.870897893762646,5.0,4.182573750450259,7.693493116857563,7.0,8.564938848972721,7.0,6.0,4.0,5.0,5.801759126793561,5.0,3.7416155840530974,1.0,3.0,7.09563451162987,4.167680945840091,6.530660173076258,2.0,5.9497349328096085,7.480583190084499,4.457395445241896,4.4177291135480665,7.0,3.7788389221632857,5.0,4.0,4.0,4.954616707756817,9.0,4.3694050699528155,5.964200342977902,7.0,4.392420934812539,3.2569206589996784,5.789900561652081,5.08189305171241,2.1195459063839337,5.0,6.942362816326554,7.0,5.6552772137243625,6.0,8.0,2.940948076338103,4.113459694289938,4.0,7.766727298853647,6.712654341984181,3.0,8.0,5.0,2.7157836015722085,4.048119803234383,5.0
2674,115671,1.0,7.0,8.0,4.479110513786112,7.692161864192593,7.674192091775685,1.777527988397548,8.013299216219206,2.0,3.0,-0.7014153463700121,10.0,4.0,8.856405689046527,6.0,0.8099925680172378,7.0,0.0,4.8983073365981395,5.412050175724256,2.9589130675217463,10.0,3.9354955178845263,0.0,5.514163397598415,0.0,5.2601588700987385,4.818283876246948,7.228987923454209,0.0,1.0,5.0,0.0,3.030313297829019,-1.5238875321383902,8.0,3.377827376809584,8.0,8.0,1.0,9.0,10.0,2.441509385263102,8.0,9.0,2.2475739544087268,5.139987052285972,7.606441908360399,0.0,2.0,0.0,1.0,5.250911104736414,9.528685479350766,2.0,3.77924947369052,3.0,8.0,10.853983297789933,9.0,2.0,0.7548416407320195,7.0,10.0,0.744114136334998,1.0,10.0,6.313094661068206,0.0,5.56772280058036,2.0,7.009108354341148,5.8957480435671075,3.7775392746310907,-0.7978012127190084,-0.29722232484612626,7.0,2.0,3.0,7.0,6.0,8.601429167349616,10.0,2.0829619324703073,2.8010910188801645,1.0,9.0,2.1268109674113984,0.0,6.600410667431357,5.0,6.233522240744811,1.0,1.0,10.0,3.0,6.420589440007704,9.0,8.99079946724402,5.4474934738254674
2681,115710,7.0,2.0081829002124834,2.0,6.440336729688677,5.380975930311854,3.404397644217536,6.00215102257269,2.0,6.928740147670408,6.25431385535839,6.472579692035025,2.089179625007926,5.0,5.052701750605887,5.354646092950326,7.873007560398478,6.12284064391897,6.0,5.463239917471644,4.0,2.0,6.0,8.0,5.0,3.0,5.0,4.0,3.0,6.478904260604892,4.0,4.664672197380034,5.0,5.0,4.16941086188344,6.0,3.0,7.0,7.707434277844835,3.1981776251360845,5.593683659343559,5.0,4.0,6.9129411297695365,2.8224348899291822,6.071252395165023,4.593276851041303,5.0,6.0,5.0,2.345707659213343,5.0,4.879211200759185,3.0,3.3182362688136156,7.490014437194077,5.0,7.0,5.717241360973921,4.040172896009335,5.676323919203631,5.0,8.0,2.0,4.0,6.680551045197141,2.3689039419122713,3.0,5.0,5.26265698497515,6.89550772628498,6.0,6.0,7.0,5.5766336741867,4.206352494691125,7.0,4.0,2.0,7.004152531538546,7.2439970045967055,2.2922806375152156,3.0292040458150313,5.660165233102392,6.668059544416335,4.980705780318543,6.0,3.615319148747644,5.0,3.3547273623340654,6.074062993071963,7.0,7.0,4.0,1.6766230082468152,5.329187443623258,3.520664450680118,6.0,8.0,3.9927367445475266,3.0
2682,115716,9.777522839058433,0.0,1.0,8.22240026480104,4.0,1.0,8.720867663375154,0.0,9.0,8.0,10.0,0.0,4.0,3.0,5.475861881362352,11.350573445966344,5.110446521823906,10.0,5.0,2.0,1.1306812118024763,4.0,10.0,8.021177278428455,1.0,7.128642657499192,2.2893848842569136,2.116250902934847,5.96599856790088,7.0,5.895581897034874,4.0,9.491685623854353,3.0,10.0,0.7294473574814777,8.861149804378908,9.0,0.15207569508620492,8.143157617601757,2.0,-0.3027725644344814,9.0,1.9256996302316398,4.0,5.0,5.0,4.944515488440076,9.0,1.3861041449781402,6.818931871133765,7.364838278642923,1.3468848659166361,0.19202994841343313,10.165734801129267,4.0,9.680241141475605,4.0,1.0,3.133254094934412,6.335479750694427,10.97340834026561,1.0,1.0,10.0,2.653298331870936,-0.015130424402471214,2.336373682366335,9.0,9.005716787719575,9.0,4.947947723892504,7.8115441715502545,7.596384658777319,7.079781306060825,10.0,1.0,1.9105987036712395,8.982305491659076,9.067527831932225,1.0,0.0,3.0,9.0,5.003112639880272,8.44446844255157,0.459581643787895,7.028795711740372,6.0,8.0,7.767478701638266,7.316267392029405,6.0,1.9023104831308317,3.0,1.0,7.0,9.0,1.4546581858738905,1.7063366635897073
2685,115738,1.6781286706979155,11.142958611251236,9.262048024905075,1.3489534034481354,6.0,9.71409147065479,2.7235425172261363,10.0,-1.5904804157930417,4.134163512838738,0.0,9.78271524769169,5.0,8.0,5.0,-0.8636964134041828,4.544884917652509,0.0,4.297436120265733,8.0,9.015905966771864,9.0,1.0,0.0,9.0,1.0,8.0,8.0,5.0,2.0,3.5275409870172707,6.0,0.0,7.0,0.0,11.568958402878323,2.0,1.0,10.801860483221805,1.0,7.59772228272055,10.652764956959288,-0.22988432705245912,9.927413943183245,5.8004412382138435,4.0,3.0,4.7366664055539935,0.0,7.641473023426404,1.6437352678710417,0.0,9.0,10.402799347677528,0.0,6.0,1.0,7.0,10.071884099845384,7.930104035219402,6.0,-2.6567379150688115,11.690682720349612,9.15061629435132,-0.23181459031977802,8.0,10.0,8.713954191060356,0.0,1.0,1.0,2.0,2.5984197029269955,3.3641136588274456,0.7711758844209348,-2.1756423404407834,10.46260081654054,9.0,0.0,1.0,10.0,10.0,7.365242564168935,-0.3035814521899014,4.393631589972062,1.6475251374329347,12.193297537213471,3.0,4.278863310373268,3.957005491733886,2.1544172398431023,2.0,2.0,8.0,9.0,10.667928863683876,4.0,2.5945209411875276,10.328183369960092,10.091344888454818
2687,115752,5.0,3.0118506605774638,2.0,7.1059121638720555,6.386096533040363,4.046831850069562,4.866355391121445,3.0,6.915107527668081,5.0920756542912216,4.0,4.06901155297336,3.9846477127248376,7.0,6.0,7.0,7.0,5.0,5.156891041907578,3.7637181805225963,1.0,8.0,7.590809139319323,4.0,2.954555113203879,2.4739156648905016,3.4611713930163064,2.0,7.343114614276302,1.6561408330914267,3.0,4.0,2.0,2.8727741788746832,2.497566932808838,3.1212500356662574,6.452319154638378,9.261977868584674,4.163357824236877,3.812846029089378,5.634089406892566,5.413208191436194,7.0,4.200316872626325,8.020300831278048,3.0,6.0,7.0,3.663695167443079,1.4448033346384948,2.0,4.0,2.0,5.0,6.0,3.6375586265826376,7.0,7.42770142668464,7.3540014276454215,7.0,3.0,8.0,3.451661908944127,7.0,5.525047432854007,1.0,4.97878084621909,4.519469324380671,4.0,7.0,5.998682180387374,7.0,7.86295872700178,5.757636423096714,1.0817572705945038,5.577462943492811,4.0,1.0,7.03456491057832,8.0,2.2755182912963936,3.6322314409326455,8.0,6.0,4.0,4.260163456829961,4.0,3.5631226281547086,1.0,7.0,7.656375814506548,7.0,2.099224406479043,1.0,7.0,2.1603273638274665,7.320892643822499,9.97081835044877,5.363695268218261,3.0
2697,115805,6.0,5.780406318616727,5.948147357593198,4.2258420550548585,4.0,5.0,5.61421723906579,4.0,5.0,6.0,8.0,4.0,6.0,2.5407710137099375,4.0,6.0,4.0,7.0,5.0,6.225640332829377,6.983396074750237,2.0,3.0,8.175121635968322,6.018992684484527,8.215468770378804,5.0,6.0,2.5900687549612873,8.0,7.123517337961538,5.0,9.0,6.0,9.0,5.0,5.111408538814224,2.0,5.706673752564772,7.214989455359847,3.122863622314155,1.0,5.0,4.673309271227601,1.6526641093214989,7.0,5.0,4.0,8.458718397443544,8.0,8.581730908073704,8.0,6.0,3.0,5.206055519005865,5.394810925919271,4.139072833683601,2.8670524051864534,1.0,3.0,6.956543926112934,5.0,6.0,2.0,7.074655993909127,8.151223496186665,3.5082563776177507,4.027467761965904,7.807338925365618,3.9468167294050063,5.0,3.4391570627258887,4.0,4.950256848193442,9.0,7.0,5.3115327082134,7.562203252216721,4.813595241748459,3.0,6.0,4.854734078744516,2.0,5.06056135232274,6.0,7.0,4.0,6.0,8.588337360545772,3.346487429447451,4.0,4.0,7.9678520266494175,8.0,1.7123123341825388,7.0,4.0,1.9497579782931942,3.0,6.2902591237765035
2700,115823,8.0,6.162823255861764,6.404734872213444,3.465947587147392,2.368105262490628,5.0,7.698341123884512,4.713669122051874,3.518072479831378,8.0,10.0,1.0,5.6456264932840865,1.0,2.6162882684514868,7.0,3.393191387917578,9.0,5.4670548402961,7.0,8.577256651249904,0.0,2.0,8.34118865129104,6.786595785468826,9.0,6.0,6.729035251741319,1.9167461449131202,10.06118087694983,9.0,5.918243451743636,10.0,7.080708504176426,10.0,6.278643843819644,4.82051153770376,1.0,4.357341206009162,8.362028130974643,2.0,0.0,5.0,5.0,0.0,8.456394950028361,4.0,2.0,9.0,8.830612777922216,9.971120727361717,8.002677261856057,8.0,2.279975867009161,5.637651724327466,6.0,4.1308733641338,2.0,-0.4682501157488465,1.7675483365914095,9.0,5.140910587792438,8.438958900305883,0.0,9.0,10.559003422501132,0.489271885693651,5.0,8.664366809690167,2.0,7.0,2.0,2.0,5.503035585240269,10.0,9.0,5.361163820843862,10.0,4.0,1.763215402632605,7.838650498547391,4.0,0.15579050704691116,5.579394675384056,8.0,9.0,3.0,7.7140628738793815,11.368318150061356,2.6422332850731958,2.603672340457237,1.7729296276660724,9.0,8.954419832635478,1.1304587998342652,10.0,3.233335638745258,-0.02985927294188295,2.0,8.0
2701,115828,2.8097803671196715,4.724407631469004,5.13872029362975,5.174451656353004,6.71673461372786,5.737264275821723,3.0,5.337759169080353,5.152043932111948,4.0,2.189826847526663,6.689774066579333,5.0,7.073163878608427,5.791454593403377,3.0,6.591565947377298,2.261667304296403,5.319209236065327,4.546815797935698,3.0,8.0,5.0,2.0,5.0,2.1271291208804075,4.0,5.0,7.0,2.0,3.163805964728923,5.0,1.818162551726219,4.0,1.0,5.085923014283936,4.604925744285715,6.0,6.2386941788002925,3.0,6.527016300006429,7.479779827554443,4.0,4.80279691075594,7.475284757141138,3.443714380524421,5.0,6.886437436965453,2.902792877706628,3.0,2.0,3.0,4.0,6.8877168409280145,4.543312468591764,3.910615221330218,4.804932100098168,6.554998035677194,8.068171335765374,7.0,3.1339561001120995,4.0,4.717446242208526,7.474406487507501,3.0,2.0,8.0,5.0,3.0,5.0,3.4658498816942926,6.771943592582674,6.391828747024249,4.0,1.7079103561749112,3.0,5.512836974239045,2.674117501826653,5.0,6.756574779607505,4.0,6.0,8.0,4.0,4.0,2.8309340884063294,6.614111257871817,4.0,1.4397589569484306,5.796355645881641,6.062131398209859,6.428575915599929,2.508644886245657,2.353299053937386,7.0,3.537210199416798,6.77441129236068,8.0,6.501969701565175,4.213318055143409
2711,115898,4.0,9.0,8.909226573304798,2.0,2.7675008897149715,7.0,5.0,8.696885378818607,1.582282625446746,5.0,8.0,6.0,7.0,2.0,3.0,3.084413139705311,3.0,6.0,5.1701019085292845,8.0,10.0,1.0,-0.13707574176455567,8.0,9.0,8.313237290600126,7.9238680353153015,7.893968084239584,1.4754869878856343,9.0,7.641061123401285,6.0,9.0,8.0,8.667091605847968,9.0,3.0,0.0,8.617687973873508,6.0,4.0,2.0,2.0,6.479259055984839,0.2742801144412805,7.820499169620925,4.28355118852656,2.0,7.590010447751337,10.0,9.0,6.080577634992347,9.0,6.0,2.1862894061247453,6.0,1.0,2.2177960844413778,1.0,2.0,7.811742537635129,0.2048666445061971,10.134395977215057,2.0,4.0,10.0,5.027401586423119,5.507668107311859,6.97930978364977,1.0532739122303363,3.3986918375967554,1.0,1.6863749735697307,4.0,10.0,2.0,8.0,10.207594773537961,1.0,0.0,8.895693669167548,9.0,0.6568114959859938,2.0,7.480089260731486,7.0,8.044880007598088,6.0,10.707244470981754,1.228420972152447,1.0,1.0,8.563567252542233,9.732854216010447,2.0,10.0,2.703923153679919,0.0,4.417193002254948,8.825432296236086
2712,115901,7.6115380303023885,1.0,2.6122631398365996,7.0,5.0,2.0,7.0,0.5450727330032168,9.0,6.0,9.0,0.9661124708551957,4.72172486868083,2.761184959688082,5.0,9.0,5.0,8.0,6.0,3.617333259240147,2.0,2.5673816055113874,7.168551394877129,8.792911483657022,2.2742882448571793,8.0,3.0,3.0,4.7367911471380735,7.0,6.0,4.0,9.673076558592108,3.9545683344668534,9.678705994723733,1.0,7.233487693722513,7.0,1.0,8.0,2.3259229904539453,-1.2529757930010834,9.0,1.8960848641706198,4.0,6.0,6.167653936503784,4.996167363178969,9.647578123821875,3.0,8.0,9.0,2.8289991367457783,0.8996452796273378,8.969027043702154,4.0,7.540770686612857,3.0,0.6187453512712447,3.0,4.0,10.0,2.2012014370897477,1.0,9.0,4.0,1.0,2.166708153855787,8.654565449000657,7.0,7.0,5.972578692518893,6.0,6.0,8.0,10.0,1.0,3.0,8.536092008646849,8.291812178391734,2.0,1.3317417654578985,2.9065651658348646,8.257426335147537,6.0,7.703639964590143,1.0776282299851512,6.0,5.875902951179215,6.015638456103089,6.841340937693057,6.35418697715615,7.0,3.0941868793993277,2.0466388298003624,1.6651388474980822,6.0,7.1040535228555415,1.0,2.0
